iter	Logloss
424	0.0314703656
425	0.03140468749
426	0.03133217156
427	0.0312726596
428	0.03116003982
429	0.0310774058
430	0.03094897939
431	0.03087213989
432	0.03080567759
433	0.03074483632
434	0.0306849057
435	0.03057369193
436	0.03049808981
437	0.03041274233
438	0.03035339281
439	0.03024826764
440	0.03016747107
441	0.03006948877
442	0.02999101257
443	0.02986894801
444	0.02979250267
445	0.02975240051
446	0.02968196639
447	0.02965695315
448	0.0295786549
449	0.02951974892
450	0.02945434173
451	0.02932689896
452	0.02921258433
453	0.02914164307
454	0.02907290468
455	0.0289921161
456	0.02894535924
457	0.02889238298
458	0.02878028165
459	0.02866555299
460	0.0286007527
461	0.02855853281
462	0.02849581038
463	0.02844732669
464	0.02837870517
465	0.02829895634
466	0.02826168901
467	0.02821847182
468	0.0281733776
469	0.02811626838
470	0.02803377207
471	0.02797970384
472	0.02789768643
473	0.02783599498
474	0.02776470719
475	0.02765010447
476	0.02759480722
477	0.02752359761
478	0.02746405592
479	0.02741302872
480	0.02735913051
481	0.02730095967
482	0.02722650023
483	0.0271643105
484	0.02710705334
485	0.0270223896
486	0.02698446369
487	0.02692738531
488	0.02687037045
489	0.02677082037
490	0.02672536129
491	0.02664785914
492	0.02661109837
493	0.02657749011
494	0.02653726765
495	0.02646131416
496	0.02643291536
497	0.02639821496
498	0.02633765601
499	0.02628436531
500	0.02621740913
501	0.02616038851
502	0.02609926016
503	0.02604588788
504	0.02599302633
505	0.02594492833
506	0.02590145194
507	0.02583649289
508	0.02579048715
509	0.02573247722
510	0.02566138663
511	0.02563150367
512	0.0255989953
513	0.02554888382
514	0.02550594673
515	0.02544784364
516	0.02540061013
517	0.02532339763
518	0.02526590582
519	0.02523223292
520	0.02519455069
521	0.0251243078
522	0.02506360323
523	0.02501985751
524	0.02499543643
525	0.02494697424
526	0.02489597403
527	0.02486395825
528	0.02481013475
529	0.02477092746
530	0.02472237213
531	0.02465316545
532	0.02458737584
533	0.02452570474
534	0.02445800073
535	0.02438802913
536	0.02434357197
537	0.0243007924
538	0.02424585237
539	0.02418424875
540	0.02414763631
541	0.02409154033
542	0.02400964203
543	0.02396386178
544	0.02392853481
545	0.02388925756
546	0.02386715114
547	0.02383937589
548	0.02380238807
549	0.02373250842
550	0.02365890105
551	0.02359283038
552	0.02356878939
553	0.02354998845
554	0.0235003145
555	0.0234602748
556	0.02341220426
557	0.02336056193
558	0.02327812084
559	0.02324984801
560	0.02320596843
561	0.02314831918
562	0.02311160727
563	0.02305306614
564	0.02301167505
565	0.02293742459
566	0.02289861933
567	0.0228452489
568	0.02278636039
569	0.02273378404
570	0.02270640625
571	0.02265300404
572	0.02263783525
573	0.02259636173
574	0.02254842855
575	0.022511468
576	0.02248901895
577	0.02242584665
578	0.02237577474
579	0.0222954854
580	0.02225540151
581	0.0222173751
582	0.02217121927
583	0.02213400005
584	0.02208756121
585	0.02205333111
586	0.02197456956
587	0.02192747558
588	0.02187845831
589	0.02183101146
590	0.02178099422
591	0.02176477902
592	0.02172665703
593	0.02168817635
594	0.02163179847
595	0.02156811985
596	0.02152271397
597	0.02150690299
598	0.02147722262
599	0.02143776415
600	0.02136484294
601	0.02132663693
602	0.02128936284
603	0.02124968402
604	0.02121786937
605	0.02115618216
606	0.02110561148
607	0.02103798465
608	0.02096388713
609	0.02089653071
610	0.02086276265
611	0.0207949462
612	0.02072882909
613	0.0206677936
614	0.02063239702
615	0.0205961854
616	0.02055500837
617	0.0205054133
618	0.02045026269
619	0.02041022118
620	0.0203879262
621	0.02035675888
622	0.02031586579
623	0.02026434211
624	0.02020915523
625	0.02019618657
626	0.02015430854
627	0.02011748012
628	0.02006676394
629	0.02002086311
630	0.01996187962
631	0.01992593968
632	0.01989023834
633	0.01985694611
634	0.01977359243
635	0.01973916927
636	0.01969870478
637	0.0196386097
638	0.01960423503
639	0.01958898682
640	0.01956129216
641	0.01953854436
642	0.01947805448
643	0.01945052985
644	0.01938299742
645	0.01933652066
646	0.01928650238
647	0.01923878102
648	0.0192217795
649	0.01919346357
650	0.01915646449
651	0.01911865993
652	0.01907188328
653	0.01905113299
654	0.0190166169
655	0.01899114932
656	0.01894168788
657	0.01892327096
658	0.01888160685
659	0.01884628802
660	0.01882431254
661	0.01878209339
662	0.01875364189
663	0.01870978963
664	0.01864572575
665	0.01861016348
666	0.01857376561
667	0.01851892571
668	0.01848330667
669	0.0184312294
670	0.01839936368
671	0.01834297802
672	0.01831034397
673	0.01829608889
674	0.01825933762
675	0.01821594371
676	0.01818816342
677	0.01814883245
678	0.01810932153
679	0.01807879253
680	0.01803168585
681	0.01799813066
682	0.01796586518
683	0.01793679948
684	0.01790774306
685	0.01787018136
686	0.01783999507
687	0.01781098964
688	0.01778826012
689	0.01776599275
690	0.01771363382
691	0.01769132856
692	0.01767106953
693	0.01762809857
694	0.01760491925
695	0.01757570966
696	0.01754503979
697	0.01752922737
698	0.01750082515
699	0.01746158138
700	0.0174480198
701	0.01742723771
702	0.01740203944
703	0.01735858054
704	0.01730480843
705	0.01725988611
706	0.01722979885
707	0.017193942
708	0.01714804441
709	0.0171394816
710	0.01710996629
711	0.01708005107
712	0.01704634321
713	0.01702822287
714	0.01700685107
715	0.0169805766
716	0.0169606475
717	0.01693159837
718	0.01690425597
719	0.01687003688
720	0.01683909633
721	0.01680667331
722	0.01677024771
723	0.0167323632
724	0.01671152127
725	0.01667781551
726	0.01665139874
727	0.0166159437
728	0.01659023432
729	0.01655477263
730	0.01651938431
731	0.01647864946
732	0.01646331585
733	0.01641613514
734	0.016385292
735	0.01636292464
736	0.01633947666
737	0.01630888388
738	0.01627573431
739	0.01625306343
740	0.01620621514
741	0.0161533136
742	0.01613228932
743	0.01610403301
744	0.01603885903
745	0.01602076817
746	0.01598323356
747	0.01594553638
748	0.01591249793
749	0.01587212095
750	0.01585057369
751	0.01581739149
752	0.01578708161
753	0.01574923326
754	0.01571746696
755	0.01567613559
756	0.01565608633
757	0.01563791625
758	0.01560277744
759	0.01557926653
760	0.01554382719
761	0.01552209393
762	0.01546614197
763	0.01544776334
764	0.01541220583
765	0.0153907288
766	0.01535418242
767	0.01532978473
768	0.01529942289
769	0.01526877801
770	0.01524135944
771	0.01519391559
772	0.01516160182
773	0.01514115425
774	0.01511020591
775	0.01509561522
776	0.01507018441
777	0.01504758091
778	0.01500921471
779	0.01499104443
780	0.01496855707
781	0.01493793457
782	0.01490672855
783	0.01485716736
784	0.01483993356
785	0.01479688695
786	0.01477943182
787	0.01475224806
788	0.01473612288
789	0.01469848489
790	0.01463662112
791	0.01459435712
792	0.01454932426
793	0.01452693215
794	0.01450359481
795	0.01446845157
796	0.01444410463
797	0.01442793844
798	0.01440989248
799	0.01438894243
800	0.01437454196
801	0.01435867698
802	0.01433355268
803	0.01431138811
804	0.01428068448
805	0.01425696088
806	0.01423192965
807	0.01421957731
808	0.0141945392
809	0.01416156193
810	0.01413603459
811	0.01409877926
812	0.01407646547
813	0.01406307261
814	0.01403883388
815	0.01400467444
816	0.01399335878
817	0.0139711538
818	0.01393883948
819	0.01390159316
820	0.01387394087
821	0.01385068433
822	0.01381865807
823	0.01379245943
824	0.01376700001
825	0.01374420157
826	0.01370039167
827	0.01367720445
828	0.01364446805
829	0.01362835268
830	0.01359581597
831	0.01355847406
832	0.01355251931
833	0.01352464174
834	0.0134986059
835	0.0134705318
836	0.01345607427
837	0.01342410794
838	0.01341279112
839	0.01339204534
840	0.01337822267
841	0.01335647083
842	0.01334049751
843	0.0133175299
844	0.013298982
845	0.01328156818
846	0.01326030879
847	0.01324447914
848	0.01322303312
849	0.01320356603
850	0.01318616654
851	0.01317064064
852	0.01315784851
853	0.01312871826
854	0.01311995482
855	0.01308354443
856	0.01305941652
857	0.01303349341
858	0.01302191656
859	0.01300225187
860	0.01298893891
861	0.01296106749
862	0.01292411907
863	0.01290913236
864	0.01287620803
865	0.01284702287
866	0.01282506077
867	0.0128101476
868	0.01279189301
869	0.012758504
870	0.01273807798
871	0.0127189963
872	0.01270345439
873	0.01267801704
874	0.01265820022
875	0.01264773675
876	0.01262813629
877	0.01260713699
878	0.01259234509
879	0.01257121147
880	0.01254568165
881	0.01251791481
882	0.01248969296
883	0.01247243424
884	0.01245706594
885	0.01243151537
886	0.01239799925
887	0.01238023423
888	0.0123661714
889	0.01235182126
890	0.01233630052
891	0.01230777879
892	0.01229463035
893	0.01226560638
894	0.01223988829
895	0.0122170658
896	0.01219135555
897	0.01216825623
898	0.01214156364
899	0.01212364845
900	0.01209750421
901	0.01206699827
902	0.01203738421
903	0.01201705376
904	0.01198194034
905	0.01196709215
906	0.01195019778
907	0.0119301668
908	0.01191074015
909	0.01187851789
910	0.01186147351
911	0.0118458119
912	0.01183356038
913	0.01180655963
914	0.0117896192
915	0.01176775908
916	0.01175295534
917	0.01172662304
918	0.01170623807
919	0.01168630236
920	0.01166129929
921	0.01164952782
922	0.01162330427
923	0.01159641557
924	0.01158117623
925	0.01155061224
926	0.01152942055
927	0.01150897559
928	0.01148778074
929	0.01146767796
930	0.01145288061
931	0.01144008037
932	0.01141556889
933	0.01140409252
934	0.01137953436
935	0.01135599099
936	0.01134043201
937	0.01133214637
938	0.01131217358
939	0.01129773676
940	0.01128542079
941	0.01127386869
942	0.01126115571
943	0.01124435176
944	0.01122004721
945	0.01120406241
946	0.01118248966
947	0.01115916126
948	0.01114442803
949	0.01113948878
950	0.01112318894
951	0.01110766475
952	0.0110845842
953	0.01107388709
954	0.01105932353
955	0.01104040108
956	0.01101965175
957	0.01100816774
958	0.01099272195
959	0.01097677129
960	0.01095793791
961	0.01094134488
962	0.01092377885
963	0.01089373007
964	0.01087103971
965	0.01085422261
966	0.01083565617
967	0.0108170463
968	0.01080336496
969	0.01078900842
970	0.0107683984
971	0.01075793417
972	0.01073675891
973	0.0107235651
974	0.01070624068
975	0.01069326053
976	0.01066804965
977	0.01064304924
978	0.01062383298
979	0.01061349795
980	0.01060200997
981	0.01059292805
982	0.01056458759
983	0.01054015576
984	0.0105198081
985	0.01049350814
986	0.01046590066
987	0.01045570387
988	0.01044000014
989	0.01042677252
990	0.01040713492
991	0.01038936784
992	0.01036976885
993	0.01035735035
994	0.0103427092
995	0.01032071466
996	0.01029909903
997	0.01028318367
998	0.01025681818
999	0.01023092644
